topic_id	is_end	followers
19905216	0	1258
19592388	1	1454
20018288	0	37
19674795	0	284
20013473	0	150
19646708	tryagain	
19606633	0	76
19646709	0	49
19648804	0	32
19761725	0	22
19646704	0	1670
19600988	1	698
19627275	1	169
19554442	1	1185
19760609	0	916
19630691	0	59
20007084	0	125
19709617	0	71
19708158	0	41
19818198	0	27
20016006	0	221
19630060	0	830
19616926	1	94
19766512	0	5860
19813797	1	225
19606967	tryagain	
20020871	0	66
20003183	0	450
19966732	0	84
19664902	0	64
19906023	0	70
19668481	0	91
19668749	0	550
19712253	1	161
19596298	0	1070
19570214	tryagain	
19792548	0	279
19840653	0	570
19650431	0	326
19675524	0	80
19605460	1	7882
19653262	0	175
19607590	1	12700
19755487	0	4964
19839735	1	1917
19571906	tryagain	
19624425	tryagain	
20016337	0	13
19732051	0	17
19578832	tryagain	
19691625	0	264
19568245	0	728
19653123	0	2636
19634119	0	160
19999660	0	399
19645216	tryagain	
19584910	0	7
19874644	0	48
20026036	0	0
20016342	0	0
19794065	0	11
19647345	1	297
19647094	0	127
19560438	1	389
19650163	0	36
19657443	tryagain	
19726821	0	15
19834074	0	20
20012668	0	197
19890794	0	20
19578180	0	63
19557920	1	6727
19577274	0	511
19559718	0	453
19578183	0	1190
20015880	0	43
19597291	tryagain	
19696541	0	221
19691694	0	96
19906870	0	17
20019853	0	1
19632098	0	270
20015879	0	16
19807976	0	111
19841243	0	62
19572623	tryagain	
20015877	tryagain	
19575232	0	27
19603266	0	21
19879379	0	183
19598397	0	11
19950106	0	147
19559733	0	473
19559730	0	338
19587745	1	63
19943339	tryagain	
19794567	0	84
20018852	0	18
19556377	1	5275
19597700	1	2971
20013229	0	225
19607971	1	11439
19582911	1	12760
19586524	1	366
19586970	1	2356
20021621	0	10
19632985	0	17
20014979	0	119
20031294	0	17
19934534	0	96
20031310	0	13
19617297	1	495
19584993	0	21
19557525	1	14282
20027426	0	6
19836375	0	2
19784140	0	31
19897111	0	25
19837609	0	4
20025778	1	100
19605941	1	704
19835245	0	17
19576373	0	253
20014760	1	165
19645703	0	312
19577308	tryagain	
20024539	0	3
20024654	0	5
19569256	0	786
19719026	0	2304
19682314	1	751
20032469	1	25
19868506	1	104
19655510	1	1595
20007075	1	424
19583319	tryagain	
19648436	1	612
19586651	1	7571
19640322	1	485
19560727	1	2067
19553396	1	2354
19685901	1	781
19550818	1	53491
20035500	0	144
19604899	0	6334
19847042	0	161
19846976	0	190
19569193	1	11092
19564038	1	3723
19637386	1	906
19570236	1	3197
19566622	1	3199
19559654	1	9752
19581316	1	3237
19571901	1	3296
19866572	tryagain	
19742103	tryagain	
19598194	tryagain	
19857804	0	15
19844724	0	9
19965840	0	22
19846762	0	353
19650535	0	276
19669835	1	102
19592597	1	371
19682321	tryagain	
19649805	0	72
19670122	0	265
19593188	tryagain	
19793548	0	129
19556113	1	4055
19793986	0	293
19563691	0	158
19567235	1	1821
19826325	1	175
19903418	0	6
19791239	0	121
19807071	0	33
19649758	0	79
19691394	0	47
19922479	0	29
19649808	1	742
19617699	0	763
19634799	1	1735
19767498	0	557
19649588	tryagain	
19670357	tryagain	
19557216	tryagain	
20010139	0	316
19624028	0	99
19735357	0	55
19680857	0	918
19559815	1	119
19750562	0	267
20043439	1	8
19915092	tryagain	
19585016	tryagain	
19563616	1	58614
19609459	1	575
19585243	0	2749
19686982	1	146
20043444	1	8
19586366	0	2900
19610714	0	773
19563633	1	528
19618438	0	84
19576616	1	199
19566598	1	105
19561606	0	181
19553104	1	84674
19674475	1	1273
19583997	1	31827
19560099	1	1651
19586845	1	3402
19574505	0	2206
19675498	tryagain	
19567135	tryagain	
19597140	0	36
19605951	1	1938
20042659	0	7202
19626553	0	232
19597754	1	1501
19575062	1	98
19579142	0	2596
19767390	0	2450
19554426	tryagain	
19572739	tryagain	
19712093	tryagain	
19670761	0	336
19906890	0	577
19555444	1	23239
19969878	0	51
19554094	0	486
19884773	1	84
19584600	0	4506
19587638	tryagain	
19626200	tryagain	
19870198	0	51
20002708	tryagain	
19937851	0	42
19661764	0	665
19654977	0	544
20026850	0	2
19589429	1	4748
19629519	0	132
20045431	tryagain	
19612854	tryagain	
20001146	0	130
19966500	0	4
19589643	0	597
19840265	1	75
19587302	1	2436
19627757	1	77
19673816	1	1813
19732213	0	444
19755411	tryagain	
19915061	0	91
20030284	0	11
19641051	0	143
19884554	0	85
19598929	0	117
19941731	0	245
19574618	0	1640
19615821	1	2160
19825829	0	3033
19667030	tryagain	
19784878	0	18
19765915	0	13
19692916	1	66
19553128	1	297569
19678129	1	1747
19591510	1	1402
19552497	1	140087
19897667	0	526
19613721	1	53150
19589149	tryagain	
19628711	0	22
19752739	1	330
19576947	tryagain	
19965100	0	178
19942149	1	39
19578479	0	3745
19814565	0	691
19552474	1	14613
19561827	1	106024
19680875	tryagain	
19639295	tryagain	
19965119	1	143
19584351	tryagain	
19551098	0	16802
19615908	0	31
19564833	1	74
19631436	1	10507
19645034	0	797
19634613	1	1720
19648117	1	146
19610552	0	13
19851442	0	163
19879224	0	165
19673054	1	140
19693018	1	997
19581594	0	23
19699602	0	64
20011543	0	235
19598105	0	24
19965309	0	6
19675158	0	8
20045445	0	1
19598771	0	172
19589924	0	63
19769722	0	125
19944504	0	634
19628394	0	366
19621108	1	122
19615884	0	231
19904315	0	5
19561537	tryagain	
19685202	0	157
19599536	0	47
20031850	1	56
19574432	0	36
19919107	1	304
19839448	0	250
19761635	0	1471
19678957	0	81
19678062	tryagain	
19626338	tryagain	
19750711	tryagain	
19559386	tryagain	
19662233	0	55
19556244	0	526
19826347	0	27
19607153	0	8165
19646208	1	6826
19574703	1	1389
19823549	tryagain	
19630142	tryagain	
19919275	0	216
19578143	1	1453
19560691	1	1171
19557482	1	4634
19900747	0	1179
19551556	1	5428654
19566421	1	21930
19572054	0	5688
20032089	0	62
19625077	0	1797
19828561	0	48
20016291	0	19
19616459	1	5357
20032086	0	92
19566527	1	114392
19590770	0	1068
19579781	0	51963
19765201	0	2452
19899927	tryagain	
19768753	0	1210
19820529	tryagain	
20034456	0	12
19697048	1	266700
19557481	1	17712
19617665	1	273
19569970	0	5892
19610746	0	1056
19659652	1	4828
19846288	tryagain	
19761644	0	255
19970289	0	248
19712042	0	164
19563848	0	1146
19677425	0	1077
20016019	0	1
19555448	1	12128
19568548	0	1675
19861642	0	1143
19792519	0	38
19574533	0	1203
19643109	1	257
19649142	0	1010
19605446	1	33771
19558877	1	1545
19671081	0	1512
20035761	1	520
19840197	0	258
19675675	1	26528
19603003	tryagain	
19730945	0	234
19671598	0	378
19571499	0	201
19557815	1	119467
19652476	0	778
19880337	0	462
19651500	0	350
19654204	0	860
19600922	1	739
20035161	0	22
20043366	0	15
20042308	0	0
20035172	0	2
20035169	0	1
20045679	0	1
20045622	0	1
20042301	0	0
20042442	0	0
20035154	0	156
19659257	0	49
19634364	0	2628
20014967	0	171
19587324	0	660
19557640	1	26134
20006980	0	1044
19565514	1	10799
19819037	0	1069
19568996	1	20541
19941811	0	273
19557675	tryagain	
19554810	tryagain	
19802814	tryagain	
19583150	1	56276
19573546	0	3330
19954078	0	3387
19586132	0	3351
19691797	0	12126
19974094	0	483
19628384	1	151768
19584082	tryagain	
19918740	0	131
19554111	tryagain	
19687763	0	1
19785444	1	97
19645169	1	53
19602640	1	1268
19573655	0	612
19900239	1	32
19694031	0	2781
19942549	tryagain	
19744620	0	9
20006173	0	46
20018796	0	24
19797079	1	216
19580354	0	1199
19823349	0	118
19686808	0	130
19798272	1	1273
19673288	1	12
19885269	tryagain	
20045847	0	1
19808684	1	88
19889499	0	128
19608777	0	2029
19627028	0	150
19566374	0	2399
20045011	1	1
19632746	0	2055
19978502	0	30
20002404	tryagain	
19605121	tryagain	
19574445	tryagain	
19606007	tryagain	
19658320	0	74
19637048	1	897
19592745	0	157
19664460	1	327
19728708	1	268
19613628	0	1620
19789947	tryagain	
19693120	0	401
19582473	0	214
19757446	1	500
19678978	0	836
19628664	0	272
19767575	0	249
19618901	0	2624
19760573	1	669
19598290	0	315
19658260	tryagain	
19684413	0	81
20027950	0	38
19718142	0	35
19654680	0	363
19684226	0	1624
19600678	1	2706
19620206	1	2527
19658244	0	587
19835643	1	641
19649086	tryagain	
19573393	tryagain	
20026041	0	48
19551914	tryagain	
19781110	1	2088
19669185	1	3006
19551040	1	15666
19644231	1	3501
19586529	1	2142
19739588	1	1241
19657438	0	232
19584754	tryagain	
19610516	1	7010
19745643	0	1279
19792736	1	159
19551388	1	1511202
19575022	1	822
19550453	1	1833886
19657439	0	652
19567506	1	37423
19685643	1	31
20022201	0	129
19570569	1	5385
19616751	1	6627
19620379	1	822
20031058	1	20
19998767	1	544
19571100	1	12914
19559937	1	118150
19559938	1	41434
20026444	0	18
19791375	1	130
19632536	0	132
20027077	0	17
19614527	0	137
19672804	1	205
19775907	0	639
19697427	1	854
19788639	0	274
19566004	1	35017
19581951	tryagain	
19600745	tryagain	
19550581	tryagain	
19562171	tryagain	
19885645	1	2309
19593108	1	16283
19591951	1	1971
19645721	0	985
19562940	1	18929
19589159	1	1617
19589820	tryagain	
19735748	tryagain	
19808125	0	921
19554451	tryagain	
19585024	1	4616
19551119	1	13239
19961760	0	93
19668866	0	184
19607117	1	254
19583879	1	332
19614073	tryagain	
20014231	1	7
19691317	0	271
19912043	0	119
19626215	1	72
19574472	1	2631
19637958	0	670
19653611	1	204
19551414	0	641
19594055	1	368
19959808	tryagain	
19656571	0	196
19664078	0	58
20002762	0	75
20020978	0	6
19574429	0	186
19599064	0	3266
19882951	0	135
19571417	1	14834
19571412	1	25175
20007114	0	46
19554358	tryagain	
20018694	0	10
19854564	0	47
19620204	0	2
20009580	0	93
20018692	0	21
19605054	1	63
19730552	0	79
20041399	1	16
19559231	tryagain	
19551636	tryagain	
19906957	0	169
19726120	0	191
19551387	1	58989
20027191	0	34
19576123	1	19098
19554100	0	12678
19576129	0	1492
19576130	1	1972
19650629	0	886
20027659	0	7
19556086	1	2331
19867006	1	1915
19720465	0	703
19565029	1	687
19658952	0	999
19831984	0	4238
19572366	0	187
19731485	1	1772
20041358	0	30
19573372	tryagain	
20003204	0	2931
19609448	1	7414
19551805	1	230228
19607576	1	6798
19650647	1	8522
20039806	1	143
19643473	0	2133
19906792	0	1852
19922122	tryagain	
19775096	tryagain	
19618020	tryagain	
19841138	0	374
19563639	0	4925
19682149	1	2548
19586559	1	336
19707672	1	128
19915020	1	404
19592780	1	445
20010203	tryagain	
19856743	0	96
19557845	0	166
19835106	0	87
19790996	1	1939
19610476	0	148
19646825	1	1282
19915165	0	138
19669137	0	154
19563376	1	11546
19978676	0	129
19887823	0	136
19651747	0	169
19671734	0	156
19551759	1	171
19627381	1	433
19553217	1	20661
19802616	0	58
19587240	1	4082
19568349	1	514067
20005854	tryagain	
19697822	0	116
19913145	0	116
19653099	0	26
20007294	1	86
19621989	0	166
19582433	1	11997
19578544	1	277
19557502	1	299
19794500	0	614
19903740	tryagain	
19639234	tryagain	
19851886	tryagain	
19625001	1	661
19608803	1	23406
20019382	1	13
20007272	1	272
19671277	1	5764
19705127	1	380
19599895	1	18299
19575794	tryagain	
19673927	0	168
19577774	1	84212
19661143	0	1603
19934354	1	70
19674246	1	3861
19851891	1	779
19959130	1	1200
19814802	0	925
19574423	1	78822
20013463	0	9
20015335	0	40
19818702	tryagain	
20017312	0	54
19831262	0	197
20013458	0	9
20003864	0	290
19627305	0	194
19925251	0	380
19998907	0	40
19721065	0	206
19924906	0	313
20008930	0	408
19664775	0	81
19603465	0	216
20037679	0	1
19736720	0	194
20007663	0	1577
20020614	0	661
19866554	1	585
19682798	tryagain	
19553415	1	3056
19772922	0	263
19602470	1	136135
19817953	0	2735
19828060	0	2172
19594715	1	6687
19564080	0	2050
19858457	0	1136
19633541	1	29
19916169	tryagain	
19554872	1	550
19698104	0	14
19781598	0	89
19803079	0	14
19618058	1	766
19794827	0	38
19608851	1	399
19617300	0	14
19886550	1	20
19793774	0	14
19677341	tryagain	
19780185	0	106
19960093	0	56
19557399	0	139
19679663	0	85
20032946	1	312
19858557	0	171
19619375	1	152
19962621	1	72
19566696	tryagain	
19566691	0	48
19622979	0	79
19559081	1	1175
19630859	0	150
19776842	0	160
19674055	1	249
19848395	0	77
19566694	0	185
19589836	0	166
19622527	tryagain	
19671633	0	23
19615374	0	7
19628213	0	24
19798643	0	16
19631128	0	27
19866109	0	151
19678518	0	27
19626132	0	193
19601004	0	149
19771857	0	127
19906673	0	19
20000638	0	12
19796241	0	15
19848393	0	83
20012665	0	718
19679572	1	163
19793213	1	3120
19564162	1	446
19665284	1	260
20011555	0	38
19634723	0	26
19630308	0	49
19639225	1	1614
19572877	1	2701
19601825	0	295
19887663	0	755
19601822	1	150
19585602	1	2944
19645592	0	340
19560527	tryagain	
19803077	0	50
20023571	0	3
19873383	0	115
20025608	0	185
19664506	0	50
19861491	0	389
20025594	1	148
20003596	0	120
19640979	1	2007
19563661	tryagain	
19578385	0	18
19850266	0	7
19650483	0	20
19664191	0	22
19963755	0	139
19627577	0	24
19562361	1	11931
19815462	1	53
19562038	1	2515
19643152	tryagain	
19962251	0	130
19794742	0	17
19948799	0	4
19948796	0	12
19598324	1	1758
19564610	1	1687
19596693	1	391
19597975	1	35952
19560465	1	1435
19570329	tryagain	
20014186	0	10
20022898	0	27
19571583	1	58408
19884092	1	67
19615368	1	351
19682324	1	1088
19602871	1	650
19836093	1	202
20005657	1	149
19613492	tryagain	
19640356	tryagain	
19853464	0	632
19611447	1	13659
19609140	0	155
19639948	0	39
19642966	1	2063
19929254	0	464
19581043	1	18622
19615365	0	364
19614214	tryagain	
19642742	tryagain	
20012204	0	277
19925880	0	52
19865155	0	196
19896700	0	1275
19862461	0	2187
19835536	0	2612
19642738	0	2453
19642733	0	5232
19591312	tryagain	
19823590	tryagain	
19604887	tryagain	
19598637	tryagain	
20034221	0	10
20016770	1	58
19553426	1	21075
19627218	1	4688
19642476	1	10627
19581039	1	25436
19613266	tryagain	
19795711	tryagain	
19640759	tryagain	
19582725	0	89
19586804	1	71
19589160	1	332
19673834	0	105
19657893	0	98
19561754	1	7586
19613562	1	231
19574693	tryagain	
20045290	0	2
19775790	tryagain	
19574690	tryagain	
19574698	0	6
19561700	1	5131
19628624	0	272
19841312	0	185
19558314	0	165
19650400	0	209
20013518	0	32
19855398	0	16
19620946	0	1814
19650111	0	780
19578220	0	67
19676972	1	196
19942986	1	261
19673476	1	2928
19673586	0	52
19732449	1	289
19635142	tryagain	
19601608	tryagain	
20021220	0	10
19555433	1	1282
19577171	1	175
19555672	1	1599
20023509	0	855
19586350	0	63
19660657	1	210
19561759	1	38362
19870488	0	5
19612670	0	8
19553874	1	117
19553877	0	68
19553899	0	215
19597010	0	49
19934956	1	190
19670336	1	2619
19626350	1	162
19568939	0	695
19615895	tryagain	
20013045	0	52
19584156	0	441
20001758	0	40
19946022	0	2864
20037889	0	4
19943452	0	3
19568555	1	769
20001733	0	82
19556794	1	18933
19629249	tryagain	
19615346	tryagain	
19959957	0	21
19620322	0	558
19705053	0	1021
19988819	0	10
19557035	1	18048
19583486	1	10311
19563361	1	7467
19568937	0	855
20007900	tryagain	
19610978	tryagain	
19672333	0	42
19641925	0	65
20007896	0	59
19625774	1	543
19900757	1	148
19571921	1	46733
19834429	1	166
20007899	1	56
19928617	0	110
19659933	tryagain	
19607343	0	83
19872156	0	106
19825627	1	3232
19582443	0	587
19652765	0	270
19742336	0	596
19653241	0	2585
19839144	1	1646
20008634	0	84
19730189	0	91
19682573	0	176
19614082	1	110
19573716	0	5461
19610954	0	313
19705459	0	665
19753323	0	199
19587188	1	271
19646156	0	730
19574436	tryagain	
20019305	0	1
20008154	0	10
19629373	0	15
19624198	0	183
19668733	0	155
20008741	0	1638
19552623	1	309
19660366	0	189
19622788	0	36
19675947	tryagain	
19794920	0	282
19905471	0	4
19679025	1	33
19566705	0	37
19553158	1	1803
19558418	1	5043
19555987	1	173
20016517	1	3
19619516	0	902
19911816	tryagain	
19551491	tryagain	
19851616	0	8
20027657	0	2
20027675	0	4
19712541	0	6
19577524	0	1482
19666638	0	58
19591046	0	205
19774483	0	671
19858798	0	259
19679257	0	43
19880612	0	205
19842191	0	437
19617419	0	56
19607735	1	1227
19678307	0	107
19557338	1	1486
19575342	0	428
19654804	1	243
19838024	0	40
20016266	0	0
20016264	1	18
19863473	1	508
19566105	0	199
19566305	0	771
19751039	0	395
19566287	0	1723
19679256	0	116
19567358	1	46
19965712	tryagain	
20010540	0	2
19841208	0	150
19965713	0	15
19961700	0	47
19690269	0	243
19678928	1	768
19722144	0	227
19598443	0	1081
19600339	0	16
19673604	tryagain	
19645894	0	25
20016352	0	62
19554245	0	402
19596055	1	1116
19752321	1	129
19559855	0	1814
19884014	1	587
19637144	0	464
19789921	0	480
19937816	0	16
19609110	0	213
19952997	0	25
19958224	0	115
19850065	1	145
19661458	0	58
19610525	0	128
19663451	0	491
19924849	0	261
19609114	0	262
19580085	0	85
19755177	1	227
19667542	tryagain	
19593539	0	19
19859437	0	143
19663900	1	1393
19906476	1	106
19649261	0	812
19602267	1	7326
19602271	1	929
19837296	tryagain	
19588096	0	50
19587594	tryagain	
19603411	1	317
19667867	0	299
19650011	1	33
19571709	0	494
19790381	0	51
19656546	0	230
19579638	1	39350
19591481	tryagain	
19639796	1	19
19837320	1	102
19559864	1	12832
19701677	1	399
19621080	0	42
19784076	0	35
19580549	0	1275
19569698	1	905
19609879	1	1547
19632532	tryagain	
19599466	0	23
19682733	0	54
19635861	0	15
19881030	0	230
19635857	0	40
19797485	0	45
19633460	0	38
19588844	1	1381
19680755	0	308
19848856	tryagain	
19961420	0	6
19738606	0	173
19563977	1	68663
20021961	1	146
19566427	1	11755
19588753	0	182
19558699	1	7551
19615653	0	991
19615030	1	6526
19872668	tryagain	
19588756	0	153
19717440	0	328
19672965	0	692
19722516	0	406
19563506	0	1154
19601665	1	39
19551774	1	17464
19652286	0	676
19649034	0	1642
20007834	tryagain	
19858264	0	40
19865829	0	9
19793014	1	9
19847990	0	15
19871025	0	1
19679548	0	45
19557774	0	3776
19567649	1	157
19806151	1	6
19553095	tryagain	
19707990	0	7
20025287	0	2
19911174	0	8
19888893	0	676
19720999	0	287
19617291	1	503
19959520	0	51
19826008	0	518
19570809	1	364
19847674	tryagain	
19580798	0	2438
19572291	tryagain	
19611885	tryagain	
19652094	0	77
19729855	0	46
20028808	1	4
19563263	1	1686
20029952	1	34
19723144	0	450
19912316	tryagain	
19645927	0	17
19631486	0	17
19587802	0	2200
19749901	1	11857
19861771	1	63
19607228	0	910
19895375	0	376
19692205	0	1403
19564381	1	49366
19739578	tryagain	
20001850	tryagain	
19661196	0	7
19556695	0	824
19567249	0	45
19840101	1	74
19882148	0	52
19554225	1	4221
19657625	0	1664
19611404	0	5328
19937798	0	240
19580954	0	5
19587052	1	16819
19851344	1	716
19654607	1	61
19656254	1	113
19554776	0	67
19553636	1	622
19553380	1	15927
19564630	0	11673
19644504	tryagain	
19552232	tryagain	
19837595	0	25
19615601	0	1784
19842516	0	385
19594389	0	23199
19936995	0	1400
20022422	0	1147
19573996	1	10310
19722351	0	267
19557151	tryagain	
20042346	0	87
19780787	0	58
19571915	1	323
19608995	0	857
19560788	1	44167
20019359	0	49
19604636	0	509
19605497	0	10801
19572036	0	204
19585881	tryagain	
19654336	0	10
19562987	0	5
19570071	0	249
19671930	0	49
19552385	0	4135
19575279	0	64
20014676	0	8760
19554660	0	6456
19566254	0	826
19553441	0	10
19550759	0	117
19555639	0	118
19550363	0	298
19550701	0	276
19552536	1	1833
19550361	0	1816
19550246	1	28563
19553101	1	4459
19550410	0	2778
19959516	0	2
19649951	tryagain	
20009240	0	3
19811191	0	95
20022707	0	4
19595963	0	457
19664364	0	330
19574499	0	241
19571449	1	4317
19600314	1	2514
19660653	0	75
20031933	tryagain	
19955184	tryagain	
20000165	0	70
19640816	0	11
19903289	0	58
19594406	0	29
20006993	0	69
19611229	0	8
19585709	0	2505
19588353	0	120
19589048	tryagain	
20025215	0	0
19750348	0	38
20028608	0	11
19789589	0	186
19769822	0	195
19551873	1	1602
19552350	1	2194
19593954	0	99
19666258	0	85
19861198	0	240
19560347	tryagain	
19811142	0	138
19840014	0	318
19551867	1	5890
19551058	1	526
19572979	0	2361
19676776	0	176
19746927	1	9740
20037255	tryagain	
19755086	0	1
19900814	0	42
20020659	0	64
19580486	0	57
19828172	0	387
19625092	1	582
19678303	0	498
20029623	0	33
19864461	0	896
19874023	tryagain	
20004110	0	4
19624586	1	3176
19643266	1	37
19551885	1	6547
19963931	1	72
19734801	0	2967
19712462	0	6128
19560908	0	1125
19655466	1	349
19687845	tryagain	
19685549	tryagain	
19668160	0	91
19569669	0	144
19655558	0	469
19751395	1	27
19585887	0	236
19561695	1	43
19656696	0	1771
19795272	1	351
19883757	tryagain	
19581520	tryagain	
19722664	0	74
19655956	0	24
19631040	0	50
19744042	0	146
19678540	0	198
19596406	0	64
19591356	0	615
19950886	0	538
19558905	tryagain	
19811815	0	160
20025806	0	31
19551899	1	908
19569953	1	4385
19677756	0	611
19584317	0	1656
19834465	0	340
19555582	0	9258
19593703	1	1791
19569023	tryagain	
20020989	0	51
19955125	0	238
20018632	0	92
20036529	0	81
19563598	1	3516
19571666	0	64
19611123	1	3338
19904685	1	273
19583798	1	1535
19915419	tryagain	
19612192	0	13
19731383	0	24
19816119	0	107
19608819	1	376
19922236	0	163
20019537	0	52
20020582	1	149
20020092	1	145
19726241	1	55350
19636456	tryagain	
19902430	0	6
19563526	0	400
19949078	0	152
19559049	1	438
19630135	0	117
19629121	0	82
19816820	1	63
19753711	0	141
19559580	0	150
19923064	tryagain	
20018933	0	54
20005018	0	4482
19611226	0	1067
19784902	0	62
19570196	0	5491
19627962	1	266
19553734	0	3065
19554613	1	694
19569364	1	573
20013625	1	50
19567680	1	416
19843191	0	9
19679574	0	106
20006431	1	164
19673324	0	14001
19552444	1	110008
19563650	0	5988
19552793	1	1693
19605408	0	393
19579846	tryagain	
19644849	0	153
19558430	0	313
19570266	0	310
19570292	0	168
19743083	0	271
19698776	0	3095
19932452	0	553
19667830	0	2212
19560440	0	312
19737470	tryagain	
20008823	0	74
19836385	0	46
19830411	0	124
19660052	0	92
19676617	0	121
19665651	0	6
19628444	1	35
19759367	0	268
19561024	0	1498
19595849	tryagain	
19589405	tryagain	
19571113	1	1357
19574331	0	223
19564359	0	1073
19554061	1	5391
19584644	0	2164
19837158	0	858
19579489	1	16643
19671045	0	370
19870686	tryagain	
20020668	tryagain	
20011799	1	13
20002653	0	105
20030981	1	16
19866608	0	161
20037264	0	0
19748125	0	61
19813051	1	5007
19956655	0	50
19885109	tryagain	
20001087	0	128
20036570	0	2
19889738	0	282
19590301	1	343
19634641	0	97
19681915	1	1993
19588723	0	1848
19777411	0	52
19769031	1	1884
19659356	tryagain	
19940496	0	39
19634784	1	19
19976802	0	11
19962258	1	10
19581426	1	2385
19565752	1	14212
19588677	1	1054
19673485	1	2505
19632815	0	244
19639307	tryagain	
19635319	tryagain	
19939299	tryagain	
20029602	0	19
19623673	0	115
19551718	1	34169
19708147	0	82
19830801	1	3592
19558642	1	44751
19717539	1	1342
19553220	1	36
19646356	1	159
19928234	0	3
19573063	0	58
19553432	0	127
19562765	1	9488
19550297	1	43827
19861204	1	1025
19870325	1	31
19592488	1	2865
19591928	tryagain	
19633678	tryagain	
19632591	0	38
19876112	0	12
20002608	0	3
19861290	1	1020
19672132	0	167
19668223	1	1543
19550262	1	22980
20027357	0	3919
19753395	0	9
20014825	0	1
19553998	0	6
19897447	0	4
19855424	0	100
19909120	0	40
19879102	0	1
19550299	1	2385
19570440	0	9
19631574	1	919
19644935	tryagain	
19559555	tryagain	
19860185	0	66
19552144	1	3181
19670753	0	172
19560129	0	128
19943297	0	70
19860807	0	1932
19813546	1	18110
19582117	0	1409
19667912	0	47
19863646	0	82
20036223	0	0
19875254	0	132
19849034	0	115
19553633	0	616
19917200	0	8
19550264	1	49599
19556212	1	55823
19553642	1	1202
19591587	tryagain	
19603997	tryagain	
19556761	1	3719
19681083	0	261
19803528	0	337
19603993	0	903
19665417	0	689
19556364	1	571
20008478	1	318
19585764	1	663
20021036	0	25
19735983	0	20
19578558	0	18
19663155	0	7
19626937	0	94
19656264	1	379
19602154	1	14379
19612996	1	620
19800808	1	1804
19579592	0	47
19774325	tryagain	
19673411	0	152
19875185	0	53
19571478	0	65
19553079	0	204
19567675	0	689
19922182	0	30
19579221	1	2321
19763496	0	2342
19567370	1	14073
19550867	tryagain	
19888452	0	552
19567306	tryagain	
19580276	0	70
20004419	0	58
19576279	0	515
19950129	0	48
19559209	1	85860
19570418	1	3109
19562281	0	270
20008778	0	65
20006581	0	562
19943449	0	47
19895571	0	399
19596390	0	489
19622771	0	365
19785817	0	688
19580991	1	7883
19610966	1	322
19690235	0	1208
19556953	tryagain	
20005024	0	326
19576020	tryagain	
19922611	0	127
19574213	1	397
19619424	0	36
20005114	0	7739
19859646	0	321
19579006	1	5982
20005184	1	128
19810374	tryagain	
20019563	0	7
19570188	0	9
19646408	0	59
19671313	0	21
19551695	0	443
19560736	1	2118
19584364	1	247
19590905	0	313
19616430	1	156
19559398	tryagain	
19630436	tryagain	
19601771	tryagain	
19943092	0	58
19555854	0	101
19736719	0	91
19638762	0	1812
19612220	1	30278
19596997	1	7796
19591801	1	11964
20036927	tryagain	
19574816	0	177
20015296	0	45
20031052	0	90
19561611	0	140
19560091	0	40
19869036	0	85
19602443	0	818
19608677	0	194
19617354	1	13124
19754606	tryagain	
19790060	0	199
19597928	0	103
19616993	0	900
19657518	0	522
19828104	0	27
19613540	1	1129
19643005	1	56
19570545	0	504
19557270	1	11519
19605152	tryagain	
19676376	0	258
19577551	0	107
19621096	0	40
19724275	0	781
20012903	0	495
19551991	1	517911
19572266	1	1975
19558389	1	1950
19821486	1	3216
19670224	tryagain	
19606392	tryagain	
19677303	0	113
19550755	tryagain	
20018483	0	34
19677302	0	44
19677300	0	83
19776706	0	36
19635642	0	347
19579873	0	484
19967046	1	19
19849720	0	4
19835576	0	138
19929234	0	632
19751437	0	8
19729598	0	61
19675721	0	8
19563987	1	2290
19659456	1	8081
19570235	1	2195
19649875	tryagain	
19873591	0	70
19629711	0	18
20035562	0	1
19974195	0	7
19950726	0	10
19619302	0	44
20035561	0	0
19913759	0	5
19796210	1	14
19620310	tryagain	
19566578	tryagain	
19641844	tryagain	
19684588	0	33
19658671	0	103
19664541	0	137
19998533	0	9
19568843	0	202
19581669	0	302
19550240	0	966
20010298	tryagain	
19831979	0	15
20003054	0	340
19597390	0	55
19686301	0	229
19758311	0	267
20021710	0	0
19567156	0	126
19651523	0	173
19584420	0	3150
19650995	0	2
19736987	0	113
19760972	0	45
19618057	0	47
20017065	0	3
20012699	0	8
19863187	0	63
19728582	1	1842
19577461	1	4272
19565487	0	1955
19736255	0	256
19729595	0	36
19838728	0	240
19676754	0	54
19778997	0	106
19808734	0	376
19742701	0	25
20018698	0	32
19865392	0	50
19664004	1	195
20017614	0	25
19833844	0	43
19662058	0	272
20033944	0	31
19855668	0	348
19750244	0	98
19811414	0	61
19750395	0	49
19674099	0	128
19562897	0	3671
19581799	tryagain	
19575173	0	13
19815084	0	51
19798111	0	115
19877973	0	158
19640059	0	144
19558698	0	522
19664742	0	206
19676546	1	202
19877969	1	113
19566080	tryagain	
19836731	tryagain	
20018979	0	2
19567309	0	264
19578021	0	898
19689695	1	43
19909786	0	36
19600289	0	82
19662373	1	88
19583412	1	194
19808134	tryagain	
19618167	0	13
19820493	0	16
19704675	0	12
19967549	0	3
19584775	0	67
19591084	0	19
19600834	0	16
19618629	0	19
19736563	0	462
19692785	tryagain	
20012582	0	6
