topic_id	is_end	followers
20024147	0	3
20024229	0	98
20025579	0	15
19757610	0	116
19700326	0	205
19655195	1	1044
20012016	0	105
19673368	0	2111
19867956	1	35
19567292	0	1055
19599463	tryagain	
19739009	tryagain	
20007244	0	86
20007249	0	76
19572944	1	2858
19838218	0	85
19662777	1	2298
20016092	1	26
19705245	1	307
19627981	1	688
19647942	tryagain	
19558683	tryagain	
19811221	tryagain	
19613380	0	258
19686658	0	67
19569958	1	1907
19608707	0	229
19641603	0	243
19590622	1	1631
19567046	1	2213
19588566	0	144
20013707	0	518
19576262	0	349
20020997	0	12
19581956	0	149
19654433	0	211
19609647	0	114
19865394	0	135
19618882	0	423
20039067	0	55
19639126	tryagain	
19855362	0	1258
19794211	0	221
19861468	0	102
19819784	1	169
19597583	0	188
19589225	1	4666
19893860	0	65
19681814	0	4870
19586265	1	4031
20006113	0	192
19928013	0	75
19891994	0	92
19615693	0	39
20006321	0	188
20003886	0	170
19789561	0	272
19875362	0	310
20012745	0	406
19568818	1	7996
19850382	0	1
19803493	0	65
20031236	tryagain	
19871163	0	5
19631046	0	15
19841127	0	6
19586299	0	1168
20005150	0	989
20036773	0	223
19575162	0	331
19909646	0	29
19573421	0	354
19930956	0	15
20020761	0	21
19665739	0	395
19708713	1	61
19634051	1	2338
19587979	1	7429
19665678	1	23
19658020	1	1151
20030151	0	9
20020367	0	4
20021358	0	12
19649215	0	39
19579047	1	222
19727222	0	159
19577201	1	18086
19870517	1	1038
19978557	1	60
19761468	1	326
19823078	0	97
19931961	0	971
20023438	0	22
19559169	1	1438
19808784	1	719
19668711	1	204
19579386	0	845
19639291	0	400
19817502	1	8556
19567208	0	2942
19625175	0	434
19772834	0	741
19974225	0	8
19697391	0	167
19704007	0	243
19961468	0	34
19817373	0	34
19852098	0	19
19741400	0	159
19909091	1	3312
19691495	0	187
19838646	0	376
20016017	0	13
19603182	0	4474
19637004	0	403
19746239	0	295
19556285	1	2912
19561925	1	10034
19624098	1	76867
19633034	0	377
19686115	tryagain	
19554564	tryagain	
19944842	tryagain	
19930543	1	182
20015687	0	8
19553400	1	44462
19550234	1	76550
19724367	1	405
19825294	0	104
19569726	0	71234
20030022	0	114
20034667	0	106
19924960	0	41
19924965	0	87
19554266	0	638
19740929	1	48487
19581058	1	279
19673110	0	848
19605971	0	1478
19565718	0	1411
19924959	0	62
19868637	0	55
19610772	tryagain	
19865259	0	64
19924957	1	291
19563112	0	3410
19571616	0	11919
19663539	1	16144
19552730	1	1974
19553767	1	827
19725503	0	44
19800908	0	41
19687852	0	55
19960222	0	320
19563459	0	542
19564173	1	1701
19926619	1	279
19578485	1	626
19898647	1	207
19629695	1	120
19756697	0	2
20027943	0	25
20013633	0	10
19787825	0	2
19584769	0	296
19619051	0	353
19640393	1	2601
19627801	1	220
19567557	1	1720
20021031	1	292
19729740	0	1
19706138	0	7
19773165	0	3
19969066	0	81
19706369	0	2
19753583	0	1
19627729	0	13
19585408	1	4603
19658068	0	83
19766075	0	1122
19714879	tryagain	
19576752	tryagain	
19630561	tryagain	
19692250	0	18
19690139	1	18
19551142	0	453
19608744	0	69
19618480	0	337
19649199	1	186
20035849	0	72
19698349	0	4
19718050	0	8
19833605	0	0
19736196	0	89
19680203	0	10
19709456	0	1
19828111	0	1
19753994	0	1
19642446	0	31
19664223	0	366
19725179	tryagain	
19700668	0	35
19665281	0	6
19703184	0	5
19699754	0	3
19694139	1	122
19693420	0	1144
19700027	0	71
19573418	0	411
19590995	0	10975
19694556	tryagain	
19899144	tryagain	
19589434	tryagain	
19710512	0	227
19687623	0	231
20005501	0	1034
19841991	0	108
19585035	1	5996
19585036	0	335
19670979	1	1553
19662821	0	87
19769361	0	39
20022956	0	98
19808305	0	83
19968654	0	4
19626420	0	207
19856822	0	464
19651244	1	63
19608544	1	640
19668157	1	2634
19757103	0	6
20016977	0	27
20042589	0	4
20023362	0	19
20043137	0	4
19762680	0	4
19740947	0	10
20023143	0	53
19685915	1	1963
19561831	1	6878
19574336	tryagain	
19932717	0	48
20044634	0	3
19781150	0	164
19692060	0	369
20008968	1	1505
19821619	0	964
19648388	1	1332
19601809	0	418
19685350	0	606
19617806	tryagain	
19574152	0	42
19709217	0	39
19892324	0	58
20016530	0	76
19565082	0	915
19596964	1	556
19553008	1	11817
19735958	1	25920
19566536	1	2438
19596805	0	43
19596802	0	55
19597013	0	190
19596998	0	66
19596808	0	75
19575450	1	1527
19597011	1	485
19560374	1	982
19596798	1	292
19596810	1	1523
19768839	0	155
19652492	1	44
19563287	0	473
19612538	0	75
19564165	1	59231
19646850	0	5499
19551643	1	36434
19615405	1	2150
19882028	1	178
19567628	1	5668
19761935	0	91
19897092	0	63
19645340	0	73
19583658	0	631
19754777	0	52
19685182	0	213
19560266	1	10204
19586434	1	15922
19557683	1	6509
19572259	0	364
19942828	0	409
19650462	0	204
19634143	0	6
19848885	0	31
19783871	0	886
19561596	1	5777
19595537	1	22123
19776568	1	95
19778946	1	560
19632113	0	558
19580588	tryagain	
19827488	0	115
19806063	0	70
20012633	0	63
20012129	0	131
19583347	1	763
19584475	0	528
19684112	0	1446
19668693	0	2389
20024285	0	57
20015308	0	91
19903256	0	108
20010863	0	12
19855975	0	76
19574559	0	264
20028009	0	46
19802981	0	159
19618231	0	125
19624666	0	4110
19561768	1	7215
19572590	tryagain	
19924354	0	39
20007822	0	6
19723007	0	232
20012276	0	18
19852297	1	971
19696275	0	244
19581982	0	548
19618228	0	918
19567576	1	1558
19605757	tryagain	
19933632	tryagain	
19900735	0	250
20041502	0	16
20018904	0	96
20010089	0	197
19676983	0	1176
19910202	1	4488
19748986	1	1398
19748002	1	914
19633478	0	1882
20012676	0	75
20017840	0	44
19888317	0	267
19665525	1	460
19646372	0	10295
19677433	0	718
19592999	1	5604
19707723	0	361
19659834	0	429
19552087	tryagain	
19710098	tryagain	
19854208	0	9
19642141	0	27
19803235	1	53
19964765	0	15
20015918	0	139
19712657	1	9191
19565749	1	161
19575710	1	389
20045470	tryagain	
20032379	0	11
19912094	0	463
20007737	1	74
19724127	0	355
19705553	0	556
19791426	1	6014
19630295	0	932
19550417	1	1766
19614300	0	744
19662916	tryagain	
19553753	1	116
19552172	1	932
19556597	1	54
19654537	1	1417
19581001	1	6357
19573779	1	1532
19562690	1	6661
19574520	1	866
19648459	0	1389
19736938	tryagain	
19725835	0	440
19554276	1	332
19550573	1	208919
19557430	0	2394
19575654	1	1223
19607097	1	497
19577179	1	538
19568205	1	278
19556487	1	26865
19832806	0	239
19682454	0	3
19832824	0	377
19832819	0	651
19832812	0	340
19832817	0	642
19720996	0	7
19760908	0	85
19592957	1	73
19554641	0	733
19960489	tryagain	
19582826	tryagain	
19787916	0	8
20008822	0	123
19608539	0	36
19557500	0	319
19557516	1	449
19760864	1	1422
19738722	0	28
19626135	0	145
19592333	tryagain	
19606707	0	80
20001229	0	9
19624790	0	20
19821749	0	11
19741925	1	13435
19602522	1	3967
19893539	0	336
20033827	0	285
20032488	0	16
19737188	tryagain	
20012126	0	3
20012119	0	85
19674163	0	17
20012123	0	6
20012094	0	2424
19638949	0	757
19767815	1	470
19638958	1	396
19739327	0	362
19874033	0	341
19913667	1	106
20015407	0	34
19913669	1	119
19642626	1	277
19682837	0	736
19685464	0	105
19571023	1	11115
19625805	1	254
19579017	1	28671
19665106	tryagain	
19608433	0	128
20017076	0	122
20032849	0	20
19565149	0	226
20024942	0	1
19824823	1	263
19565138	1	382
19588613	0	201
19592209	1	274
19836401	0	131
19965978	0	33
19793027	0	19
20028702	0	7
19697227	0	146
20015712	0	164
19957008	0	3
19847678	0	297
19636439	0	5272
19659770	1	226
19646970	tryagain	
20028059	0	2
19621846	0	175
19556943	0	1439
20028503	0	22
19639246	0	1870
19794231	1	1346
19750642	0	525
19583613	0	583
19570663	0	1307
19775164	0	26
19748151	0	62
20028464	0	4
19651617	0	46
19631630	0	502
20038313	0	0
19912565	1	1332
19753388	0	104
19664202	0	544
19754402	1	75
19671684	tryagain	
19649254	tryagain	
19599337	1	10
19615576	0	11
19613188	0	28
19650034	0	123
19665382	1	282
19669362	0	1355
19841714	1	615
19627883	1	10452
19634078	tryagain	
19615875	tryagain	
19687930	0	657
19614249	0	210
19966253	0	15
20030277	0	15
19950505	1	1365
20037387	0	1
19959256	1	291
19627785	0	510
20041626	0	1
19571693	1	143
20034461	0	1
19576060	0	226
19626971	0	122
19623099	0	106
19616892	0	285
19560846	1	2853
19644703	0	230
19567526	1	383
19558921	tryagain	
19558884	0	75
20020032	0	12
19558897	0	145
19691281	0	349
19861243	0	520
19953930	0	586
19751735	1	946
19649828	1	690
19647273	0	123
19737395	0	148
20008663	0	42
20015923	0	116
20014420	0	77
19651932	0	177
19637612	0	188
19788470	0	180
19669697	0	164
19599298	1	408
19628080	0	8713
19748864	tryagain	
20018734	tryagain	
19745706	tryagain	
19890986	tryagain	
19955010	0	77
20028646	0	3
19630961	1	50
20029567	0	1
19610593	0	648
19770630	0	828
19666888	tryagain	
20027885	tryagain	
20035334	tryagain	
20018737	0	53
19627363	0	1522
19943202	0	78
19551267	1	180
19978769	0	627
20027883	0	21
19632682	0	280
19904891	tryagain	
20016411	0	99
19634762	1	52
20007633	0	5
19668026	0	35
19691953	1	50
19691957	1	444
19587838	1	4242
19777381	1	541
19669406	1	539
19758247	0	43
19829378	0	13
19700068	0	120
19722715	0	60
19580959	0	60
19734736	0	38
19742831	0	15
19657736	0	79
19652641	0	152
19652646	0	183
19569882	tryagain	
19567361	tryagain	
19956705	0	212
19783685	1	813
19642048	0	150
19646605	0	4242
19592275	1	1592
19641731	1	2421
19629582	1	2875
19568922	1	3610
20006424	0	36
19739712	0	128
19608363	tryagain	
19664103	0	141
19808888	0	249
19615817	1	14584
19661685	0	1205
19950693	1	120
19621159	1	3451
19878467	1	798
19646240	tryagain	
19754079	0	374
19772492	0	164
19682920	0	292
19560111	1	1609
19581759	1	2204
19560619	0	514
19589067	1	3719
19630294	1	671
19761292	1	479
19617265	tryagain	
19829703	0	319
19754376	0	163
19576630	0	15
19649306	0	18
19627990	0	12
19660097	0	13
19619541	0	203
19636223	1	521
19841143	0	193
19662521	tryagain	
19667329	0	120
19907441	0	85
19804859	0	286
19729803	1	78
19662520	0	763
19558321	1	100767
19664251	0	262
19585497	1	198
19599448	1	1226
19921352	tryagain	
19637772	tryagain	
19578073	tryagain	
19803294	0	132
19743647	0	55
19799463	1	111
19579797	0	30
19658266	1	2670
19832750	1	2353
19660503	0	73
20003163	0	50
19572596	0	28
19769382	tryagain	
19832303	0	51
19588293	1	2924
19824908	1	790
19804906	1	10651
19747846	0	1091
19553688	0	599
19561748	1	975
19832874	tryagain	
19781049	0	76
20012927	0	142
19905559	0	200
19832876	0	203
19877415	0	53
20014772	0	217
19585402	0	2920
19773080	0	869
19832871	0	930
19553781	tryagain	
19623072	0	391
20019912	0	3
19962494	0	28
19551016	1	28978
19637892	0	561
20019915	tryagain	
19832884	0	3619
19600234	1	444
19588712	0	13751
19668718	0	18
20039090	0	16
20001579	0	49
19575793	0	11
19605413	0	455
19583976	1	1893
20019910	0	14
19610306	1	7762
19573936	1	28483
19561636	1	1090
19620078	tryagain	
19661744	0	33
19685551	tryagain	
19605801	1	93
19567775	1	871
19738222	1	223
19571217	1	163
19648524	1	348
19555550	0	9636
19557723	1	1401
19629729	tryagain	
19620369	tryagain	
19695492	tryagain	
19643574	0	13
19674412	0	53
19819744	0	18
19728426	0	473
19660363	1	395
19556273	1	2523
19553395	0	437
19684575	tryagain	
19901815	0	41
20002474	0	8
19638127	0	141
19699690	0	68
19550516	1	24786
19657904	0	195
19567919	1	519
19567918	1	324
19619617	1	681
19713362	tryagain	
20005694	0	15
19802604	1	158
19757794	0	575
20043176	0	0
19580226	1	246
19659523	0	44
19610601	0	122
19558640	1	1139
20043998	1	41
19582283	tryagain	
19709151	tryagain	
19564998	tryagain	
19615452	tryagain	
20015679	0	8
19552067	1	17579
19602697	0	39
19551275	1	46943
19655494	0	42
19552559	0	4475
19721077	tryagain	
20003259	tryagain	
19649660	tryagain	
19560521	1	1544
19651549	1	956
20003174	1	216
20004201	1	692
19613759	1	951
20003281	1	1817
19554298	1	95716
19616565	tryagain	
19624487	tryagain	
19559037	tryagain	
19720022	tryagain	
20028065	0	25
19795677	0	477
19738284	0	2291
19563105	1	1689
19634442	0	915
19628745	0	221
20009168	tryagain	
19900154	0	60
19730505	0	19
19671013	0	336
19829011	0	168
19766027	0	371
19792704	0	1145
19832831	0	3842
19722704	0	431
19706915	1	221
19720578	0	55
19612648	0	8
19989233	0	56
19612652	0	220
19743505	0	76
19608794	0	201
19612661	0	35
19916673	0	272
20006866	0	119
19612645	1	3822232
19630773	tryagain	
19712754	tryagain	
19674200	0	145
20041969	0	0
19652879	0	63
19961508	0	36
19959170	0	25
19600847	0	623
19623245	0	13130
19576094	1	4913
19562256	tryagain	
19965058	0	146
19884416	0	198
19806935	0	135
19966224	0	81
19910011	0	169
20031055	0	20
19591093	0	774
19960060	1	40
19603985	0	304
19926183	tryagain	
19942837	0	4
20012805	0	27
19942824	0	3
19926184	1	11
19925468	0	44
19563573	1	737
19706499	0	61
19563714	1	273
19861250	0	220
20026933	0	19
19933204	tryagain	
19856750	0	12
20005073	0	173
19804200	0	42
19556967	1	484
19966168	0	135
19586987	1	49693
19909639	1	2581
19760833	1	4154
19937064	tryagain	
19633255	tryagain	
19569735	0	73
19657620	0	1320
19683395	0	142
19580383	1	431
19550253	1	5652
19564421	1	7326
19638992	0	433
19663328	1	9008
20007471	0	9
20007352	0	31
20007446	0	56
19754567	0	12
20029021	0	6
20028264	0	10
19624941	0	25
19661298	0	344
19804058	1	742
20007345	0	72
20007343	tryagain	
19654959	tryagain	
20007399	tryagain	
20007340	0	13
20007341	0	15
19561751	1	1119
20007361	0	11
20007337	0	18
19645351	1	3311
20007485	1	3430
19644104	tryagain	
19553911	tryagain	
20007469	tryagain	
19850135	0	16
19629716	0	12
20007474	1	76
19562218	1	159
19780838	0	53
20007466	1	63
19739909	1	615
20025665	tryagain	
19610185	tryagain	
20007472	1	43
20029175	0	12
19763347	1	216
19744564	1	130
19606624	0	131
19660249	1	15
19752478	1	424
19553727	1	15766
19812608	tryagain	
19590128	tryagain	
19589096	1	4628
19574129	1	17759
19742498	1	402
19606956	1	3512
19749739	1	503
19657374	1	2602
19742982	1	391
19610442	1	831
19699703	0	56
19792288	0	477
19737064	0	409
19852538	1	24
19852548	1	93
19922374	0	247
19610781	1	591
19879990	1	34
19576000	1	11016
19629954	0	70
19561976	tryagain	
19740166	tryagain	
19809310	tryagain	
19862399	1	29
19634899	0	27
19724451	1	639
19568114	0	70
19600797	1	832
19566921	1	233
19602227	1	2699
19721159	tryagain	
19660888	0	2
19586913	tryagain	
19623583	0	9
19625798	0	199
19574842	1	11023
19612117	1	60
19568023	1	69
20015201	1	53
19567271	1	781
19608420	tryagain	
20013960	tryagain	
19567290	tryagain	
20030174	0	3
19577915	1	716
19604473	1	21405
19634210	0	31
19863243	0	493
19594149	1	286
19598022	1	99
20026491	tryagain	
20029055	tryagain	
20029063	0	34
20029061	0	128
20029070	0	59
20029075	0	24
20029057	0	59
19577949	0	3768
20005660	0	119
20018772	0	176
19962792	tryagain	
19862543	tryagain	
20011599	0	5
19684867	0	204
20029051	0	502
19881586	0	105
20018781	0	105
20029047	0	89
20029052	0	336
20037970	0	95
20017491	0	33
19723410	0	166
19592183	0	32
20011756	0	63
20011963	0	11
19704674	0	83
19675061	0	313
19649477	0	45
19927667	0	2303
20023780	0	235
19556848	tryagain	
19783610	tryagain	
19619432	tryagain	
20015680	0	32
19889466	0	3981
19556558	0	194
20025431	0	36
19577327	1	2077
19551611	1	29223
19661414	0	4649
19676724	tryagain	
19558309	tryagain	
19925859	0	167
19635821	0	74
20022496	0	97
19890068	0	256
19893414	0	319
19702265	0	142
20019778	tryagain	
19582358	0	15225
19612366	tryagain	
19562563	tryagain	
19629311	0	51
20020023	0	21
20018075	0	3
19562565	1	13079
19604336	1	120
19964445	1	355
20016025	0	61
19559749	1	329
20033139	tryagain	
20034655	0	39
19596162	0	342
19584853	1	338
20019404	1	876
19604340	1	7170
19668058	0	1066
19586844	0	721
20027768	0	1049
19630127	1	126
19840736	0	527
20037041	0	4
20004780	0	50
19800596	0	64
20041886	0	150
19589947	0	361
19661034	1	1770
19680438	1	785
19556804	1	8290
19610119	0	364
19812576	tryagain	
19684376	tryagain	
19771516	0	146
20009452	0	81
19935607	0	46
19880182	1	1167
19604379	1	96
19600172	0	4418
19684371	0	209
19571963	0	696
19884800	tryagain	
19897400	0	70
19802644	0	130
20005393	0	93
19629830	1	684
19558302	0	897
19688227	1	2429
19896463	1	734
19564647	0	2181
19563237	1	17833
19795125	tryagain	
20010311	tryagain	
19735487	0	295
20007192	0	50
19916921	0	49
19916924	0	27
20036825	0	97
20002439	0	2905
19899085	0	734
19569400	0	23363
19919950	tryagain	
20027105	0	30
20031544	0	1
19630183	0	437
19870121	0	535
19620747	1	1188
20020156	0	640
19647030	0	305
19611620	0	781
20019793	0	494
19803906	0	24
20031033	0	51
20032175	0	72
19562391	0	161
19626032	0	36
19860013	1	690
20020640	1	1089
19700418	0	1108
20023131	0	1711
20035455	0	1713
19663029	tryagain	
19818429	tryagain	
19674318	tryagain	
19670189	0	43
20033025	0	0
19656272	0	67
19842322	0	121
19734653	0	55
19843274	0	42
19941982	1	734
19606599	0	52
20021818	0	57
20020840	0	1
19657751	0	183
19693106	0	137
19843388	1	604
19589427	0	95
19693105	1	47
19729037	0	295
19888264	1	249
19858278	0	25
20036516	0	14
19840936	0	194
19849663	0	62
19840944	0	250
19628019	0	5
19763585	0	222
19619405	0	193
19855079	0	253
20020321	0	112
20003250	tryagain	
20007478	0	26
19678529	0	82
19559772	0	147
20008388	0	16
19733379	0	1033
19604590	0	62
19819463	0	203
20008582	0	47
19622668	0	727
19630348	tryagain	
20027037	tryagain	
20026823	tryagain	
20027039	0	23
20009290	0	40
20023389	0	47
19872901	1	2664
19675058	0	3888
19623473	0	1646
20009441	0	652
20031166	0	6
19576608	0	19
19863320	0	388
20002171	0	103
19640135	0	41
19645075	0	3412
19849892	1	515
19656985	0	948
19670331	1	333
19921465	1	280
19648394	tryagain	
19712432	tryagain	
19557359	0	46
20012932	0	19
20015379	0	154
20015362	0	32
19732828	0	146
20045685	0	7
20035704	0	20
19799624	0	52
19909688	tryagain	
19668700	tryagain	
20042535	0	4
19743595	0	211
20042536	1	1
20042509	0	1
19680673	1	5919
19558591	1	46192
19691923	1	496
19729704	0	141
19562668	tryagain	
19895857	tryagain	
20012577	tryagain	
20033783	0	45
20016368	1	13
19570601	1	367
20013417	0	115
20013649	0	322
19701006	0	1787
19787186	1	487
19576728	tryagain	
19594520	tryagain	
19916862	1	56
19590003	0	70
20006919	0	16
19650892	0	51
19639490	0	57
19793562	1	72
19557385	0	682
19588837	0	252
19916821	tryagain	
20031973	tryagain	
19827918	0	387
20037431	0	9
20008251	1	7308
19556191	1	119
19552677	0	657
19652802	1	4835
19798904	0	527
20031977	1	27
19821602	tryagain	
20028089	0	1
20022726	0	34
19797116	0	293
19965814	0	45
20028093	0	1
19865045	0	140
20013662	0	144
20009110	1	26
20024039	0	122
19839844	tryagain	
20031148	0	4
20026289	0	7
19688453	0	282
20020432	0	44
19947649	0	409
19551197	1	1238
19636211	1	3791
19774028	1	1020
20015576	0	2006
19747635	0	34
19708777	0	74
19705043	0	73
19893608	0	162
19626735	1	1705
19689536	0	314
19561552	1	115
19844398	1	466
19680208	1	315
19762368	1	242
19605346	tryagain	
20021493	0	143
20017303	0	162
19904648	0	304
19631648	0	28
20034016	0	775
19671434	0	4116
19631362	1	677
19835655	0	1651
19633581	0	3159
20015322	tryagain	
19815794	0	87
19810327	0	109
19786309	0	305
19608402	0	50
19644438	0	72
20016212	0	6
19640522	0	502
19660638	0	77
19609341	0	682
19579772	0	359
19872649	tryagain	
19658241	tryagain	
19734726	0	78
19859985	0	126
19878405	0	46
19642942	0	216
19591027	0	139
19556056	0	2836
19568492	1	828
19553732	tryagain	
19587670	tryagain	
19677421	0	395
19628366	1	225
19621265	0	35
19573882	1	161
19563451	1	72972
19556799	0	392
19552043	0	1762
19618407	0	454
19563670	0	66
20015786	0	57
19878894	1	57
20007966	0	58
19613580	0	538
20034724	0	9
20000751	0	6656
19563447	1	44799
19672234	0	520
19638453	1	75491
20028857	0	203
20021366	0	20
20031144	0	13
19815088	0	150
19889364	1	308
20018620	0	2806
19819668	1	609
19631160	1	2020
19935347	1	122
20004843	1	5524
19856990	tryagain	
19555499	tryagain	
19821265	tryagain	
20029900	0	2
19773979	1	303
19769173	1	4744
20007088	0	829
19665373	1	6645
19817120	0	2654
19555490	1	66531
19602437	tryagain	
19579129	tryagain	
20015625	tryagain	
19802134	0	187
19607199	tryagain	
19856541	0	79
19607201	0	202
19600320	1	523
19943508	1	94
19877167	1	359
20003121	0	210
19769568	0	45
19684468	0	77
19805294	1	11
19724055	1	49
19848945	1	221
19596386	0	654
19858396	1	187
19904650	1	1824
19608074	1	2019
19717364	0	222
20026065	0	45
19813209	0	8
19590430	0	26
19811361	0	21
20026060	0	24
20016324	0	0
19876376	1	104
19554968	1	14300
19663999	1	188
19613235	0	168
19815704	0	178
19631148	0	69
19792462	1	197
20025399	0	3
19638302	0	479
19585563	0	196
19863289	0	695
20016760	0	91
19776153	0	1242
19727497	0	61
19588914	tryagain	
19730114	0	1
19788585	0	1
19648531	0	123
19571466	1	9833
19701943	0	149
19729355	0	352
19662602	0	2412
19583707	1	5831
19754170	0	3
19733867	0	2
19689275	0	31
19925294	0	37
19765716	0	2
19621114	0	8
19699378	0	1
19605677	0	1
19726176	0	77
19746861	1	76
19790710	0	46
20022764	1	24
20020836	0	47
19640316	0	42
20043122	1	12
20030432	0	2
19893887	0	10
20030170	0	1
19940862	1	1327
19726758	0	218
19734284	0	8
20016149	0	67
19762993	0	109
19864630	0	19
19733218	0	24
19720430	0	1
19903179	0	287
19829246	1	87
19752301	0	13
19585995	0	572
19595620	tryagain	
19707326	0	7
19999189	0	6
19719006	0	4
19691163	0	4
19649019	0	92
19836249	0	304
19587963	0	56
19553374	1	3322
19566332	1	1057
20016255	tryagain	
20007974	tryagain	
19705578	tryagain	
20033751	tryagain	
19962899	0	11
19839302	0	235
19587898	1	335
20015025	1	547
19583569	0	12987
19871900	1	5458
19582771	tryagain	
19915201	tryagain	
19888519	0	88
19921337	0	62
19933980	0	1205
19831077	0	861
20019071	0	16
19867444	0	1388
19963992	0	152
19821593	0	3135
19811079	tryagain	
19939397	tryagain	
20006882	0	41
19739167	1	1
19974056	0	6
19941164	0	1
19578448	0	37
19821809	0	58
19574656	0	123
19679787	1	104
19593558	tryagain	
19573526	tryagain	
19601814	0	153
19800620	0	7
19685321	0	80
20043567	0	55
19961788	0	58
19561007	0	7115
20015281	0	71
19551202	1	5822
19569756	tryagain	
19624525	tryagain	
19564062	0	75
19566624	0	65
19567203	0	271
19710153	1	194
19654380	0	21
19746447	1	242
19883050	0	797
19615290	1	5489
19595419	tryagain	
19593368	tryagain	
20019461	0	31
19617319	0	13
19616149	1	111
20013217	0	360
19574716	0	1099
19592716	0	4690
19807943	0	953
19566701	1	276
19573502	tryagain	
19998571	0	14
19775321	tryagain	
19666072	0	139
19679616	0	427
19554330	0	4533
20008800	1	247
19554651	0	322
19879677	0	323
19874263	0	612
19828949	tryagain	
19675577	tryagain	
19619857	tryagain	
19873277	0	169
19812801	0	58
19594538	0	807
19578293	0	768
19669975	0	813
19591178	1	21573
19961859	0	171
19595960	tryagain	
19596969	tryagain	
19685955	tryagain	
19661632	0	238
19876756	0	78
19743846	1	95
19876759	0	74
19566168	1	1288
19586416	0	1735
19622428	0	1033
19616855	tryagain	
19966138	tryagain	
19598949	1	140
19871225	1	122
20037951	0	2
19935814	0	72
19589683	0	389
19576405	1	1246
19909587	1	337
19626081	0	271
20010614	0	14
19639238	0	60
19667605	0	43
19683518	0	98
19582708	0	17
20025369	0	60
20013654	0	32
19910225	0	10
19649510	0	312
19649797	0	103
19554155	0	128
19791181	0	56
19594158	0	137
20020457	0	27
20008901	0	100
20024533	0	39
19674784	0	140
19682706	1	185
19551048	0	185
19624648	1	59
19725511	tryagain	
19822106	tryagain	
19718098	0	28
19621612	0	85
19563096	0	543
19645720	0	82
19556311	1	37400
19604679	0	5252
19659381	0	1423
19580423	0	21278
19942359	0	42
19617640	tryagain	
19581205	0	88
19751948	0	76
19580427	0	137
19745678	0	112
19800881	1	12235
19652760	1	8908
19559593	1	3050
19619350	0	801
19641821	tryagain	
19884343	tryagain	
20001789	0	107
20019684	0	130
20013367	0	2
19868716	1	59228
19636506	0	224
19580807	0	4210
19900711	0	433
19900175	0	15738
19561921	tryagain	
19555374	tryagain	
19803067	tryagain	
19877258	0	1
19822463	0	42
19920002	0	92
19648536	1	4848
19815031	0	386
19587629	1	4467
19590306	1	8713
19871242	tryagain	
19749252	tryagain	
19669116	tryagain	
19871737	0	56
20016756	0	62
19588243	1	849
19965380	0	1766
19674930	1	1710
20018899	0	46
20009269	0	217
20028611	tryagain	
20021929	0	11
19738161	0	45
20031859	0	73
19633790	0	36
20039541	0	7
19667849	0	20
19764545	0	2622
19585604	0	354
19688431	0	711
20013922	0	9
20020921	0	0
19699686	0	13
19778361	0	34
19555736	0	112
19619992	0	128
19870189	0	35
20037979	0	4
19879942	0	81
19949899	0	559
20024855	tryagain	
19769911	0	87
19822047	0	143
19700239	0	72
19638636	0	24
19817452	0	35
19851504	0	19
20034078	0	46
20042574	0	9
19672720	0	405
20032075	tryagain	
20007158	0	35
19725792	0	10
19857765	0	407
19670750	0	51
19597296	0	748
19861790	1	32
19584322	0	366
19595173	0	174
19906168	0	207
19849072	tryagain	
19895999	0	150
20024836	1	7
19870483	0	43
19624628	0	173
20019269	1	90
19832595	0	3342
19729719	1	802
19664350	0	954
19939926	0	831
19709129	tryagain	
19833441	tryagain	
20005952	0	79
20005949	0	40
19833909	0	155
20005951	0	58
20040685	1	6
19679877	0	113
19677867	0	381
19580560	0	2830
19825881	tryagain	
20012512	0	11
19878764	1	164
19696119	0	142
19736577	tryagain	
19587946	1	5271
19560900	1	403
19675013	1	3823
19571844	1	1223
19589625	1	291
19928073	tryagain	
20003374	0	45
20003378	0	54
19860377	0	154
19670287	1	446
19634010	1	403
19588482	1	407
19644639	1	1297
19613298	0	206
19668350	1	284
20023447	tryagain	
19613300	tryagain	
20019275	0	42
19655409	0	240
19663784	1	731
19732899	1	207
19946959	1	154
19662800	1	907
19946767	1	1316
19746557	0	261
19562886	tryagain	
20027146	1	3
19550251	0	10273
19669496	1	189
20007186	1	579
19946931	1	2145
20043931	1	4
19782150	1	669
19574635	0	398
19630235	1	237
20014898	0	11
19658024	0	15
19939882	0	71
20001666	1	109
19633878	0	212
19873617	0	164
19555879	1	11924
19618592	0	445
19912886	0	757
19642084	0	390
19562251	tryagain	
19960921	tryagain	
19574362	tryagain	
19591179	1	2876
19670781	0	1276
19886183	0	246
20042454	0	2
19646765	1	642
19867133	1	367
19642387	1	1366
20008817	tryagain	
19586519	tryagain	
19623711	0	9
19824417	0	403
19589437	1	12050
19580364	0	2717
19793708	0	117
19604046	0	4918
19675370	0	1549
19654876	0	893
19676458	tryagain	
19603730	tryagain	
20008814	0	216
19600626	0	9801
19681298	1	5385
19584849	1	3684
19840308	0	681
19567979	1	1946
19639173	1	102
19653812	0	412
19806594	tryagain	
19965020	0	249
20009829	0	7
19667093	1	2846
19761756	0	178
19637865	0	361
19692318	1	1000
19616297	0	1062
19671772	0	3002
19667084	1	427
19656698	tryagain	
19666640	tryagain	
19683929	0	108
19619410	0	140
19622987	1	87
19725655	0	129
19745653	0	283
